id,sex,race,outcome,time,censored
126,Male,White or Other,educ_hs,19,FALSE
126,Male,White or Other,educ_ba,41.5,TRUE
126,Male,White or Other,married,41.5,TRUE
126,Male,White or Other,parent,23.166666666666668,FALSE
127,Female,White or Other,educ_hs,20.083333333333332,FALSE
127,Female,White or Other,educ_ba,24,FALSE
127,Female,White or Other,married,32.166666666666664,FALSE
127,Female,White or Other,parent,32.916666666666664,FALSE
128,Female,White or Other,educ_hs,19.666666666666668,FALSE
128,Female,White or Other,educ_ba,24.166666666666668,FALSE
128,Female,White or Other,married,41,TRUE
128,Female,White or Other,parent,41,TRUE
129,Female,White or Other,educ_hs,18.833333333333332,FALSE
129,Female,White or Other,educ_ba,23.333333333333332,FALSE
129,Female,White or Other,married,30.916666666666668,FALSE
129,Female,White or Other,parent,37.833333333333336,TRUE
130,Female,White or Other,educ_hs,19.833333333333332,FALSE
130,Female,White or Other,educ_ba,24.333333333333332,FALSE
130,Female,White or Other,married,41.916666666666664,TRUE
130,Female,White or Other,parent,41.916666666666664,TRUE
131,Male,White or Other,educ_hs,17.666666666666668,FALSE
131,Male,White or Other,educ_ba,19.166666666666668,TRUE
131,Male,White or Other,married,19.166666666666668,TRUE
131,Male,White or Other,parent,19.166666666666668,TRUE
132,Male,White or Other,educ_hs,21.083333333333332,FALSE
132,Male,White or Other,educ_ba,25,FALSE
132,Male,White or Other,married,30.166666666666668,FALSE
132,Male,White or Other,parent,38.25,FALSE
133,Male,White or Other,educ_hs,19.75,FALSE
133,Male,White or Other,educ_ba,23.666666666666668,FALSE
133,Male,White or Other,married,35.666666666666664,FALSE
133,Male,White or Other,parent,41.416666666666664,TRUE
134,Male,White or Other,educ_hs,21.833333333333332,FALSE
134,Male,White or Other,educ_ba,25.416666666666668,TRUE
134,Male,White or Other,married,25.416666666666668,TRUE
134,Male,White or Other,parent,25.416666666666668,TRUE
135,Male,White or Other,educ_hs,19.083333333333332,FALSE
135,Male,White or Other,educ_ba,31.416666666666668,TRUE
135,Male,White or Other,married,27.333333333333332,FALSE
135,Male,White or Other,parent,31.416666666666668,TRUE
136,Female,White or Other,educ_hs,20.5,FALSE
136,Female,White or Other,educ_ba,24.416666666666668,FALSE
136,Female,White or Other,married,30.75,FALSE
136,Female,White or Other,parent,33.5,FALSE
137,Female,White or Other,educ_hs,19.083333333333332,FALSE
137,Female,White or Other,educ_ba,41.5,TRUE
137,Female,White or Other,married,23.75,FALSE
137,Female,White or Other,parent,18.916666666666668,FALSE
138,Male,White or Other,educ_hs,22.833333333333332,FALSE
